objectid,parentid,title,interviewees,creator,date,description,subject,subject_cdm,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,cdm_referenceurl,cdm_number,cdm_file,cdm_filepath,object_location,image_small,image_thumb,image_alt_text,object_transcript
chp2017031,chp201703,"Laurie Arnold, portrait",,,,,,,,,,,,Image;StillImage,Image/jpeg,,,,Image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/630,630,754.jp2,/tacomacomm/image/754.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/630/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/630/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/630,,
chp2017032,chp201703,"TeyAnjulee Leon, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/631,631,755.pdf,/tacomacomm/image/755.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/631/filename/chp2017032,,,,
chp2017033,chp201703,"Laurie Arnold, transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/632,632,756.pdf,/tacomacomm/image/756.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/632/filename/chp2017033,,,,
chp2017034,chp201703,"Laurie Arnold, audio",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/633,633,757.mp3,/tacomacomm/image/757.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/633,,,,
chp2017035,chp201703,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/634,634,758.pdf,/tacomacomm/image/758.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/634/filename/chp2017035,,,,
chp201702,,When Races Collide: Willie Stewart and the Voluntary Desegregation of Tacoma Public Schools,"Stewart, Willie","Jennison, Katherine L.",2017,"On the heels of the Brown v. Board of Education decision and the Civil Rights Act of 1964, the Tacoma School District took voluntary measures to desegregate a select number of schools with high non-white enrollment. The district superintendent, Dr. Angelo Giaudrone, drew attention to the de facto segregation, and primarily focused on two elementary schools: Stanley Elementary, with a black population of 64 percent and McCarver Elementary, with a black population of 84 percent. In 1963, a subcommittee was formed to analyze and study the de facto segregation and provide recommendations for potential solutions. On July 8, 1966, a plan was announced by the school board for an optional enrollment program that relied on closing McCarver Junior High and to provide limited open enrollment to students affected by the closing. The district hired its first black principal, Willie Stewart, in 1970 in order to bridge the divide between the school district and the black community. Stewart led the summer counseling program to work with families on the transition between the closing of their neighborhood school and their new school of their choice. According to the United States Commission on Civil Rights a decade later, the summer counseling program was pivotal to the success of the voluntary desegregation program in the Tacoma School District.",Tacoma; Hilltop; Education; African Americans; Civil rights; Activists; Government; Race discrimination; Race relations; 20th century; Desegregation,,Hilltop,47.24537592,-122.452731,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm//full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm//full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/,,
chp2017021,chp201702,"Katherine Jennison, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/622,622,746.pdf,/tacomacomm/image/746.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/622/filename/chp2017021,,,,
chp2017022,chp201702,"Willie Stewart, audio 1",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/623,623,747.mp3,/tacomacomm/image/747.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/623,,,,
chp2017023,chp201702,"Willie Stewart, transcript 1",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/624,624,748.pdf,/tacomacomm/image/748.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/624/filename/chp2017023,,,,
chp2017024,chp201702,"Willie Stewart, audio 2",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/625,625,749.mp3,/tacomacomm/image/749.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/625,,,,
chp2017025,chp201702,"Willie Stewart, transcript 2",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/626,626,750.pdf,/tacomacomm/image/750.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/626/filename/chp2017025,,,,
chp2017026,chp201702,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/627,627,751.pdf,/tacomacomm/image/751.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/627/filename/chp2017026,,,,
chp2017027,chp201702,"Willie Stewart, appendix",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/628,628,752.pdf,/tacomacomm/image/752.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/628/filename/chp2017027,,,,
chp201706,,Still Fighting after All These Years: A Puyallup Tribal Member's Perspective,"Shippentower-Games, Nancy","Williamson, Rachael",2017,"Nancy Shippentower-Games is a member of the Puyallup Tribe in Washington State. Nancy's parents are Donald and Janet McCloud. She has seven siblings and grew up on the banks of the Nisqually River and Puyallup Rivers and currently resides in Yelm, Washington. Nancy grew up during the fishing wars that took place on both the Nisqually and Puyallup Rivers. Her mother Janet McCloud and her uncle, Billy Frank Jr., were very active advocates during the battle over salmon. She remembers vividly the violence, racism and injustices that she and her people suffered as they fought for what was rightfully theirs. By revisiting the circumstances and propositions set forth in the Medicine Creek Treaty of 1854, a better understanding of what the Puyallup and Nisqually tribes have been fighting for comes into focus. While the Boldt Decision of 1974 was a turning point for Northwest Tribes, concerns such as climate change, overpopulation, and proposals such as the LNG plant in Tacoma continue to put the salmon runs at risk.",Tacoma; Lushootseed peoples; Indigenous peoples; Fishing; Activists; Race discrimination; Politics; Environmental aspects,,Puyallup Reservation,47.23648939411235,-122.40910344939977,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm//full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm//full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/,,
chp2017061,chp201706,"Rachael Williamson, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/642,642,766.pdf,/tacomacomm/image/766.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/642/filename/chp2017061,,,,
chp2017062,chp201706,"Nancy Shippentower-Games, transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/643,643,767.pdf,/tacomacomm/image/767.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/643/filename/chp2017062,,,,
chp2017063,chp201706,"Nancy Shippentower-Games, interview",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/644,644,768.mp3,/tacomacomm/image/768.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/644,,,,
chp2017064,chp201706,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/645,645,769.pdf,/tacomacomm/image/769.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/645/filename/chp2017064,,,,
chp201901,,Engaging Tacoma Buddhism: Acculturation at the Tacoma Buddhism Temple,"Inge, Crystal; Kanda, Mikyoko; Sasaki, Donna","Peterson, Connor; Finch, Yina; Packer, Megan",2019,"In April of 2019, a Pacific Lutheran University Religion 393 class set out to interview members of the Tacoma Buddhist Temple with the purpose to study the acculturation of religion and the ways that the role of religion in the Tacoma community has changed overtime. The class was broken down into three groups of 3-4 students each in order to interview Miyoko Kanda, Donna Sasaki and Crystal Inge, who are all members of the Tacoma Buddhist Temple. Each person was interviewed in order to glean more information about the time period they were most active in and specific questions regarding temple culture. This project was initiated with the intent to preserve the different perspectives of the members mentioned above through oral history as an ongoing project to collect and archive oral histories of relevant members of Tacoma from its foundation to present day.",Tacoma; Churches and temples; Religious life and customs; Ethnic identity; Women,,Japantown,47.24622308,-122.4403406,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,662,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/662/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/662/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/662,,
chp2019011,chp201901,Research Essay,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/661,661,785.pdf,/tacomacomm/image/785.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/661/filename/chp2019011,,,,
chp2019012,chp201901,"Crystal Inge, photograph",,,,,,,,,,,,Image;StillImage,Image/jpeg,,,,Image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/662,662,786.jp2,/tacomacomm/image/786.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/662/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/662/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/662,,
chp2019013,chp201901,"Crystal Inge, audio",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/663,663,787.mp3,/tacomacomm/image/787.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/663,,,,
chp2019014,chp201901,"Crystal Inge, transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/664,664,788.pdf,/tacomacomm/image/788.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/664/filename/chp2019014,,,,
chp2019015,chp201901,"Miyoko Kanda, photograph",,,,,,,,,,,,Image;StillImage,Image/jpeg,,,,Image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/665,665,789.jp2,/tacomacomm/image/789.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/665/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/665/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/665,,
chp2019016,chp201901,"Miyoko Kanda, audio",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/666,666,790.mp3,/tacomacomm/image/790.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/666,,,,
chp2019017,chp201901,"Miyoko Kanda, transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/667,667,791.pdf,/tacomacomm/image/791.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/667/filename/chp2019017,,,,
chp2019018,chp201901,"Donna Sasaki, photograph",,,,,,,,,,,,Image;StillImage,Image/jpeg,,,,Image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/668,668,792.jp2,/tacomacomm/image/792.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/668/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/668/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/668,,
chp2019019,chp201901,"Donna Sasaki, audio",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/669,669,793.mp3,/tacomacomm/image/793.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/669,,,,
chp20190110,chp201901,"Donna Sasaki, transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/670,670,794.pdf,/tacomacomm/image/794.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/670/filename/chp20190110,,,,
chp202002,,Covid 19- The resilience of everyday People,"Alim, Zakariyya; Thompson, Mary","Krause, Gudrun",2020,"Polio, Scarlet fever, Spanish fly, H1N1, Whooping cough, HIV, and now Covid-19 to name just a few pandemics that haunted the USA. All of them spread death and misery throughout the population. This essay takes a look at ordinary people and how they dealt with natural and man- made crises during their lifetime and how they are coping now with the threat of Covid-19. Two people are interviewed for this project, an African American man from Baltimore MD and a White American woman with Scottish heritage from a rural area in WA State. Due to a historic turn of the event, the conclusion is looking into the equal rights protests that are going on all over the country and the world. Germany; United StatesΓÇöMarylandΓÇöBaltimore; United StatesΓÇöWashington (State)ΓÇöYelm Fort Lewis (Wash.) African Americans; Civil Rights Activists; Educational Institutions; Family Histories; Government Officials; Military Institutions; Women World War, 1939-1945; Covid-19 (Disease), Oral History Oral History sound Tacoma Community History Project University of Washington Tacoma Tacoma Community History Project chp2020-02 Original project can be viewed at the UW Tacoma Library http://rightsstatements.org/page/InC-EDU/1.0/?language=en uw tacoma digital collections UW Tacoma Digital Collections 2021-03-19 2021-03-19 http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/700 700 824.cpd /tacomacomm/image/824.cpd",African Americans; Civil rights; Activists; Education; Government; Military; Women; World War; 20th century; COVID-19; Protest movements,,Fort Lewis,47.13428116,-122.4843895,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm//full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm//full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/,,
